prompt,completion
"
"And of course , the time to pay .","And	c
of	c
course	c
,	c
the	c
time	c
to	c
pay	c
.	c
"
A huge que that lasts half an hour or more and finishes with you completely freaked out .,"A	c
huge	c
que	i
that	c
lasts	c
half	c
an	c
hour	c
or	c
more	c
and	c
finishes	c
with	c
you	c
completely	c
freaked	c
out	c
.	c
"
"In conclusion , for me to go shopping is not enjoyable at all .","In	c
conclusion	c
,	c
for	c
me	c
to	c
go	c
shopping	c
is	c
not	c
enjoyable	c
at	c
all	c
.	c
"
"Dear Sir , I 'm writing to you inform you about the dissapointing evening I had when I went to your theather to see the play called \"" OVER THE RAINBOW \"" .","Dear	c
Sir	c
,	c
I	c
'm	c
writing	c
to	c
you	c
inform	c
you	c
about	c
the	c
dissapointing	i
evening	c
I	c
had	c
when	c
I	c
went	c
to	c
your	c
theather	i
to	c
see	c
the	c
play	c
called	c
""\""""""	c
OVER	c
THE	c
RAINBOW	c
""\""""""	c
.	c
"
"According to the advertisement you gave , there have been some important differents .","According	c
to	c
the	c
advertisement	c
you	c
gave	i
,	c
there	c
have	i
been	c
some	c
important	c
differents	i
.	i
"
"Firstly , the play started almost an hour late , and I went there to see Danny Brook , but there was a different actor on stage .","Firstly	c
,	c
the	c
play	c
started	c
almost	c
an	c
hour	c
late	c
,	c
and	c
I	c
went	c
there	c
to	c
see	c
Danny	c
Brook	c
,	c
but	c
there	c
was	c
a	c
different	c
actor	c
on	c
stage	c
.	c
"
"Secondly , in the advertisement the discounts are available but in the tickets I bought they were no discount .","Secondly	c
,	c
in	c
the	c
advertisement	c
the	i
discounts	c
are	i
available	c
but	c
in	i
the	i
tickets	i
I	i
bought	i
they	i
were	i
no	i
discount	i
.	c
"
"Furthermore , I had planned to have a great dinner with my family in your restaurant and it was closed because the people who work in were on holidays .","Furthermore	c
,	c
I	c
had	c
planned	c
to	c
have	c
a	c
great	c
dinner	c
with	c
my	c
family	c
in	c
your	c
restaurant	c
and	c
it	c
was	c
closed	c
because	c
the	c
people	c
who	c
work	c
in	i
were	c
on	c
holidays	i
.	c
"
"In addition to this , I have to tell you that it was the most horrible evening I had out and because of this I want to ask you if you could send me a refound of a part of the money I wasted there .","In	c
addition	c
to	c
this	c
,	c
I	c
have	c
to	c
tell	c
you	c
that	c
it	c
was	c
the	c
most	c
horrible	c
evening	c
I	c
had	i
out	c
and	c
because	c
of	c
this	c
I	c
want	c
to	c
ask	c
you	c
if	c
you	c
could	c
send	c
me	c
a	c
refound	i
of	i
a	c
part	c
of	c
the	c
money	c
I	c
wasted	c
there	c
.	c
"
I would be grateful if you do it .,"I	c
would	c
be	c
grateful	c
if	c
you	c
do	i
it	i
.	c
"
"Finally , I want to tell you that it is not useful for you and your theather to cheat to your customers .","Finally	c
,	c
I	c
want	c
to	c
tell	c
you	c
that	c
it	c
is	c
not	c
useful	c
for	c
you	c
and	c
your	c
theather	i
to	c
cheat	c
to	c
your	c
customers	c
.	c
"
"If you do it , there will be no bussiness for you and no satisfaction for them .","If	c
you	c
do	c
it	i
,	c
there	c
will	c
be	c
no	c
bussiness	i
for	c
you	c
and	c
no	c
satisfaction	c
for	c
them	c
.	c
"
"I look fordwad to hearing from you Your sincerely , How has modern technology change my daily life ?","I	c
look	c
fordwad	i
to	c
hearing	c
from	c
you	c
Your	i
sincerely	c
,	c
How	c
has	c
modern	c
technology	c
change	i
my	c
daily	c
life	c
?	c
"
"Nowadays , technology is the most useful tool that human beings have .","Nowadays	c
,	c
technology	c
is	c
the	c
most	c
useful	c
tool	c
that	c
human	c
beings	c
have	c
.	c
"
It affects everyone who live in this planet and every activity made in it .,"It	c
affects	c
everyone	c
who	c
live	i
in	i
this	c
planet	c
and	c
every	c
activity	c
made	i
in	i
it	c
.	c
"
In this case we are going to focus on me .,"In	c
this	c
case	i
we	c
are	c
going	c
to	c
focus	c
on	c
me	c
.	c
"
"Emilio Almodar , 18 years old , University Student , and the career I have choosen is Internacional Commerce or Market .","Emilio	c
Almodar	c
,	c
18	c
years	c
old	c
,	c
University	c
Student	c
,	c
and	c
the	c
career	c
I	c
have	c
choosen	i
is	c
Internacional	i
Commerce	c
or	c
Market	c
.	c
"
I use technology every moment but I did not realise .,"I	c
use	c
technology	c
every	c
moment	i
but	c
I	c
did	c
not	c
realise	c
.	c
"
"For example , when I come back home from university and I call my friends , I am using it because at home we have very modern phones and fax and almost everybody in my family has a cellular phone and thing like that .","For	c
example	c
,	c
when	c
I	c
come	c
back	c
home	c
from	c
university	c
and	c
I	c
call	c
my	c
friends	c
,	c
I	c
am	c
using	c
it	c
because	c
at	c
home	c
we	c
have	c
very	c
modern	c
phones	c
and	c
fax	i
and	i
almost	c
everybody	c
in	c
my	c
family	c
has	c
a	c
cellular	c
phone	c
and	c
thing	i
like	c
that	c
.	c
"
"We also have five computer , the latest versions of them , because they are useful for my father to work and for me to do some special works for University .","We	c
also	c
have	c
five	c
computer	i
,	c
the	c
latest	c
versions	i
of	i
them	i
,	c
because	c
they	c
are	c
useful	c
for	c
my	c
father	c
to	c
work	c
and	i
for	c
me	c
to	c
do	c
some	c
special	c
works	i
for	c
University	c
.	c
"
"This machines are connected to Internet , and it gives to my family too much facility to get every information we want , from how to prepare son drink to what was the result of the Sunday 's football match .","This	i
machines	c
are	c
connected	c
to	c
Internet	i
,	c
and	c
it	i
gives	c
to	c
my	c
family	c
too	c
much	c
facility	i
to	c
get	c
every	i
information	i
we	c
want	c
,	c
from	c
how	c
to	c
prepare	c
son	i
drink	c
to	c
what	c
was	c
the	c
result	c
of	c
the	c
Sunday	c
's	c
football	c
match	c
.	c
"
In addition to this we use the net to comunicate with some friends we have in U.S.A.,"In	c
addition	c
to	c
this	c
we	c
use	c
the	c
net	c
to	c
comunicate	i
with	c
some	c
friends	c
we	c
have	c
in	c
U.S.A.	i
"
It 's really amazing .,"It	c
's	c
really	c
amazing	c
.	c
"
"Apart from this , I do n't spent my free time in technology .","Apart	c
from	c
this	c
,	c
I	c
do	c
n't	c
spent	c
my	c
free	c
time	c
in	i
technology	c
.	c
"
"I prefer playing rugby and going out with friends , because technology is not all life , but it is only a little part of it .","I	c
prefer	c
playing	c
rugby	c
and	c
going	c
out	c
with	c
friends	c
,	c
because	c
technology	c
is	c
not	c
all	c
life	i
,	c
but	c
it	c
is	c
only	c
a	c
little	c
part	c
of	c
it	c
.	c
"
Dear Sir / Madam : I am writing to ask about your advertisement and theatre show .,"Dear	c
Sir	c
/	c
Madam	c
:	c
I	c
am	c
writing	c
to	c
ask	c
about	c
your	c
advertisement	c
and	c
theatre	c
show	c
.	c
"
"I am a student in Liverpool , and recently I had a week 's holiday in London .","I	c
am	c
a	c
student	c
in	c
Liverpool	c
,	c
and	c
recently	c
I	c
had	c
a	c
week	c
's	c
holiday	c
in	c
London	c
.	c
"
"First day in London , I saw your advertisement which was very interesting to me .","First	i
day	c
in	c
London	c
,	c
I	c
saw	c
your	c
advertisement	c
which	c
was	c
very	c
interesting	c
to	c
me	c
.	c
"
But I was really disappointed it .,"But	c
I	c
was	c
really	c
disappointed	c
it	i
.	c
"
"First of all , there was only one actor that was different from your advertisement .","First	c
of	c
all	c
,	c
there	c
was	c
only	c
one	c
actor	c
that	c
was	c
different	c
from	c
your	c
advertisement	c
.	c
"
"Also , it was certain to me to bought a discount tickets cause I am a student .","Also	c
,	c
it	c
was	c
certain	c
to	i
me	c
to	i
bought	i
a	c
discount	c
tickets	i
cause	i
I	c
am	c
a	c
student	c
.	c
"
"But , it was not availiable .","But	c
,	c
it	c
was	c
not	c
availiable	i
.	c
"
"Second , I went to the theatre exactly seven thirty in the evening .","Second	c
,	c
I	c
went	c
to	c
the	c
theatre	c
exactly	i
seven	c
thirty	c
in	c
the	c
evening	c
.	c
"
However the show started 45 minutes later .,"However	c
the	c
show	c
started	c
45	c
minutes	c
later	c
.	c
"
I wasted time too much for waiting .,"I	c
wasted	c
time	i
too	i
much	i
for	c
waiting	c
.	c
"
"It was not good to me , cause I had only one week holiday in London .","It	c
was	c
not	c
good	c
to	i
me	c
,	c
cause	i
I	c
had	c
only	c
one	c
week	i
holiday	c
in	c
London	c
.	c
"
"Moreover the theatre restaurant was closed with the word \"" Stuff vacation \"" on the front door after the show .","Moreover	c
the	c
theatre	c
restaurant	c
was	c
closed	c
with	c
the	c
word	c
""\""""""	c
Stuff	i
vacation	c
""\""""""	c
on	c
the	c
front	c
door	c
after	c
the	c
show	c
.	c
"
It was absolutely different from your leaflet .,"It	c
was	c
absolutely	i
different	c
from	c
your	c
leaflet	c
.	c
"
"On the whole , I was really disappointed at that time .","On	c
the	c
whole	c
,	c
I	c
was	c
really	c
disappointed	c
at	c
that	c
time	c
.	c
"
Could you do me my half of money back .,"Could	c
you	c
do	i
me	c
my	i
half	i
of	i
money	c
back	c
.	c
"
I enclose my phone number and address .,"I	c
enclose	c
my	c
phone	c
number	c
and	c
address	c
.	c
"
I 'm looking forward to hearing from you soon .,"I	c
'm	c
looking	c
forward	c
to	c
hearing	c
from	c
you	c
soon	c
.	c
"
Yours faithfully Lo Son Lin .,"Yours	c
faithfully	c
Lo	c
Son	c
Lin	c
.	c
"
Fashion of the Future .,"Fashion	c
of	c
the	c
Future	c
.	c
"
Have you ever seen the film star wars ?,"Have	c
you	c
ever	c
seen	c
the	c
film	c
star	c
wars	c
?	c
"
And did you notice something about fashion of the future ?,"And	c
did	c
you	c
notice	c
something	c
about	c
fashion	c
of	c
the	c
future	c
?	c
"
I think the people will wear convenient clothes with simple design in the future .,"I	c
think	c
the	c
people	c
will	c
wear	c
convenient	c
clothes	c
with	c
simple	i
design	c
in	c
the	c
future	c
.	c
"
Because the people will stay at home more than now with their computer .,"Because	c
the	c
people	c
will	c
stay	c
at	c
home	c
more	c
than	c
now	c
with	c
their	c
computer	c
.	c
"
And they will use soft cozy cloths like cotton and silk .,"And	c
they	c
will	c
use	c
soft	c
cozy	c
cloths	i
like	c
cotton	c
and	c
silk	c
.	c
"
"However , if they have some special day when like important public day or special day of their life , they will wear very different kinds of clothes which was you never seen before .","However	c
,	c
if	c
they	c
have	c
some	c
special	c
day	c
when	c
like	c
important	i
public	c
day	c
or	c
special	c
day	c
of	c
their	c
life	c
,	c
they	c
will	c
wear	c
very	c
different	c
kinds	c
of	c
clothes	c
which	c
was	c
you	c
never	i
seen	c
before	c
.	c
"
"Some of that will be very strange to our eyes , but some of others will be familiar to us .","Some	c
of	c
that	c
will	c
be	c
very	c
strange	c
to	c
our	c
eyes	c
,	c
but	c
some	c
of	c
others	i
will	c
be	c
familiar	c
to	c
us	c
.	c
"
And they will use the most kinds of things like small stone to diamond etc .,"And	c
they	c
will	c
use	c
the	c
most	c
kinds	c
of	c
things	c
like	c
small	c
stone	c
to	c
diamond	c
etc	c
.	c
"
Maybe some peoples are nakid .,"Maybe	c
some	c
peoples	i
are	i
nakid	i
.	c
"
It will be very interesting ... Just imagine the way of future people 's life .,"It	c
will	c
be	c
very	c
interesting	c
...	c
Just	c
imagine	c
the	c
way	i
of	i
future	i
people	i
's	i
life	c
.	c
"
And you can see the their clothes also .,"And	c
you	c
can	c
see	c
the	c
their	c
clothes	c
also	c
.	c
"
"13th June 2000 Dear Mrs Ryan , Thank you very much for your letter .","13th	c
June	c
2000	c
Dear	c
Mrs	c
Ryan	c
,	c
Thank	c
you	c
very	c
much	c
for	c
your	c
letter	c
.	c
"
I was really surprised and very happy when I read that I have won the first prize .,"I	c
was	c
really	c
surprised	c
and	c
very	c
happy	c
when	c
I	c
read	c
that	c
I	c
have	c
won	c
the	c
first	c
prize	c
.	c
"
First of all because I have never been to California and second because it 's the first time I have ever won something .,"First	c
of	c
all	c
because	c
I	c
have	c
never	c
been	c
to	c
California	c
and	c
second	c
because	c
it	c
's	c
the	c
first	c
time	c
I	c
have	c
ever	c
won	c
something	c
.	c
"
"The only time that is possible for me to travel is July , because I am working for a bank and this is the only month I can go on holiday .","The	c
only	c
time	c
that	c
is	i
possible	c
for	c
me	c
to	c
travel	c
is	c
July	c
,	c
because	c
I	c
am	c
working	c
for	c
a	c
bank	c
and	c
this	c
is	c
the	c
only	c
month	c
I	c
can	c
go	c
on	c
holiday	c
.	c
"
For my stay in California I would prefer the accommodation in tents because this gives me a feeling of freedom and adventure and it is quite different to my live here in Greece .,"For	c
my	c
stay	c
in	c
California	c
I	c
would	c
prefer	c
the	c
accommodation	c
in	c
tents	c
because	c
this	c
gives	c
me	c
a	c
feeling	c
of	c
freedom	c
and	c
adventure	c
and	c
it	c
is	c
quite	c
different	c
to	c
my	c
live	i
here	c
in	c
Greece	c
.	c
"
The activities I would like mot to do are climbing and surfing .,"The	c
activities	c
I	c
would	c
like	c
mot	i
to	i
do	i
are	c
climbing	c
and	c
surfing	c
.	c
"
"In my free time I have climbed a lot of mountains in the surrounding area so I can say , that I am quite good in climbing .","In	c
my	c
free	c
time	c
I	c
have	c
climbed	c
a	c
lot	c
of	c
mountains	c
in	c
the	c
surrounding	c
area	c
so	c
I	c
can	c
say	c
,	c
that	c
I	c
am	c
quite	c
good	c
in	i
climbing	c
.	c
"
"But I have never ' surfed ' in my live , so that is an activity I have to learn .","But	c
I	c
have	c
never	c
'	c
surfed	c
'	c
in	c
my	c
live	i
,	c
so	c
that	c
is	c
an	c
activity	c
I	c
have	c
to	c
learn	c
.	c
"
Last but not least there are some things I would like to know : What kind of wheather do you have in California ?,"Last	c
but	c
not	c
least	c
there	c
are	c
some	c
things	c
I	c
would	c
like	c
to	c
know	c
:	c
What	c
kind	c
of	c
wheather	i
do	c
you	c
have	c
in	c
California	c
?	c
"
Is it very hot ?,"Is	c
it	c
very	c
hot	c
?	c
"
What kind of clothes should I bring with me ?,"What	c
kind	c
of	c
clothes	c
should	c
I	c
bring	c
with	c
me	c
?	c
"
And what about money ?,"And	c
what	c
about	c
money	c
?	c
"
How much money Should I take with me ?,"How	c
much	c
money	c
Should	i
I	c
take	c
with	c
me	c
?	c
"
Are there any activities which are not included ?,"Are	c
there	c
any	c
activities	c
which	c
are	c
not	c
included	c
?	c
"
And my last question : how many persons are going to stay in each tent .,"And	c
my	c
last	c
question	c
:	c
how	c
many	c
persons	i
are	c
going	c
to	c
stay	c
in	c
each	c
tent	c
.	c
"
I 'm looking forward to hearing from you soon .,"I	c
'm	c
looking	c
forward	c
to	c
hearing	c
from	c
you	c
soon	c
.	c
"
"Yours sincerely Many people , especially women , love shopping .","Yours	c
sincerely	c
Many	c
people	c
,	c
especially	c
women	c
,	c
love	c
shopping	c
.	c
"
If you go to the centre of every big town you will see people walking from store to store searching for something to wear or to buy to eat .,"If	c
you	c
go	c
to	c
the	c
centre	c
of	c
every	i
big	c
town	c
you	c
will	c
see	c
people	c
walking	c
from	c
store	c
to	c
store	c
searching	c
for	c
something	c
to	c
wear	c
or	c
to	c
buy	c
to	c
eat	c
.	c
"
But shopping is not always enjoyable .,"But	c
shopping	c
is	c
not	c
always	c
enjoyable	c
.	c
"
First of all because of the big variety in the store .,"First	c
of	c
all	c
because	c
of	c
the	c
big	i
variety	c
in	c
the	c
store	c
.	c
"
"Very often you do n't know what to buy because we do n't have only three or four different sport shoes to choose from , not , we have to choose out of twenty or thirty such as Nike , adidas or Fila .","Very	c
often	c
you	c
do	c
n't	c
know	c
what	c
to	c
buy	c
because	c
we	c
do	c
n't	c
have	c
only	c
three	c
or	c
four	c
different	c
sport	i
shoes	c
to	c
choose	c
from	c
,	c
not	i
,	c
we	c
have	c
to	c
choose	c
out	c
of	c
twenty	c
or	c
thirty	c
such	c
as	c
Nike	c
,	c
adidas	i
or	c
Fila	c
.	c
"
And very often you have to pay a lot of money for the product you want .,"And	c
very	c
often	c
you	c
have	c
to	c
pay	c
a	c
lot	c
of	c
money	c
for	c
the	c
product	c
you	c
want	c
.	c
"
Another cause is that shops and stores are often overcrowded .,"Another	c
cause	i
is	c
that	c
shops	c
and	c
stores	c
are	c
often	c
overcrowded	c
.	c
"
Very often you can hardly move because of the crowds of people .,"Very	c
often	c
you	c
can	c
hardly	c
move	c
because	c
of	c
the	c
crowds	c
of	c
people	c
.	c
"
"And many people are in a hurry , so do n't wonder if other people have not tolerance and patience to wait and hit you with their shopping cars .","And	c
many	c
people	c
are	c
in	c
a	c
hurry	c
,	c
so	c
do	c
n't	c
wonder	i
if	c
other	c
people	c
have	i
not	i
tolerance	i
and	c
patience	c
to	c
wait	c
and	c
hit	c
you	c
with	c
their	c
shopping	c
cars	i
.	c
"
"Of course there are a lot of other causes why shopping is n't always great fun , but the last cause , which is very important for me is that shopping is becoming more and more impersonal .","Of	c
course	c
there	c
are	c
a	c
lot	c
of	c
other	c
causes	i
why	c
shopping	c
is	c
n't	c
always	c
great	c
fun	c
,	c
but	c
the	c
last	c
cause	i
,	c
which	c
is	c
very	c
important	c
for	c
me	c
is	c
that	c
shopping	c
is	c
becoming	c
more	c
and	c
more	c
impersonal	c
.	c
"
"That means that there are more and more big supermarkets and big stores , where noone has time for you to show you or explain things to you such as what kind of bicycle is the best for me , no one to talk to and noone to complaine .","That	c
means	c
that	c
there	c
are	c
more	c
and	c
more	c
big	c
supermarkets	c
and	c
big	c
stores	c
,	c
where	c
noone	i
has	c
time	c
for	c
you	c
to	c
show	i
you	c
or	c
explain	c
things	c
to	c
you	c
such	c
as	c
what	c
kind	c
of	c
bicycle	c
is	c
the	c
best	c
for	c
me	i
,	c
no	c
one	c
to	c
talk	c
to	c
and	c
noone	i
to	c
complaine	i
.	i
"
"That is the most important reason why I only like to go shopping in little stores , where I have peace and quiet and very often nothing to complaine about .","That	c
is	c
the	c
most	c
important	c
reason	c
why	c
I	c
only	c
like	c
to	c
go	c
shopping	c
in	c
little	i
stores	c
,	c
where	c
I	c
have	c
peace	c
and	c
quiet	c
and	c
very	c
often	c
nothing	c
to	c
complaine	i
about	c
.	c
"
"Dear Mrs Helen Ryan , I was writting as reply of your letter , I am glad to have won the first prize in your competition for two weeks at Camp California in the USA .","Dear	c
Mrs	c
